FID,ID,Day,Month,Year,Season,Transect,Study_Site,Effort,River_Dist,HABITAT,Hab_RD,Lat,Long,Host_abundance_Tr,Host_Ab_SS,Host_dens_Tr,Host_Dens_SS,Sex,BW,Tot_Lgth,Tail_Lgth,SVL,BC,prev_p,Prevalence,Intensity,Density,gridcode,Canopy,Elevation,Floodness
641,ML369,6,7,2016,Dry,LOT 5,Forest North,129,riverside,FOREST,FRS,5.41772,118.05605,129.62,2445,16.91,21.21,,1.5,117,71.2,44.6,0.1068,n,0,,,4,High canopy (>10m),22.2504,Seasonally flooded
659,ML369,20,7,2016,Dry,LOT 5,Forest North,129,riverside,FOREST,FRS,5.41772,118.05605,129.62,2445,16.91,21.21,,1.5,117,71.2,44.6,0.1068,,0,,,4,High canopy (>10m),22.2504,Seasonally flooded
663,ML369,21,7,2016,Dry,LOT 5,Forest North,129,riverside,FOREST,FRS,5.41772,118.05605,129.62,2445,16.91,21.21,,1.5,117,71.2,44.6,0.1068,,0,,,4,High canopy (>10m),22.2504,Seasonally flooded
52,ML77,21,7,2013,Dry,LOT 5,Forest North,129,riverside,FOREST,FRS,5.41819,118.05353,129.62,2445,16.91,21.21,,3.5,134.2,95.6,56.8,0.3101,n,0,,,3,Low canopy (5-10m),21.9456,Seasonally flooded
65,Ml86,29,7,2013,Dry,LOT 5,Forest North,129,riverside,FOREST,FRS,5.41819,118.05353,129.62,2445,16.91,21.21,,6,173.8,105.8,66,0.4277,p,1,3,0.04545,3,Low canopy (5-10m),21.9456,Seasonally flooded
107,ML67,12,10,2013,Monsoon,LOT 5,Forest North,129,riverside,FOREST,FRS,5.41819,118.05353,129.62,2445,16.91,21.21,,3.5,154,96.6,58,0.3085,n,0,,,3,Low canopy (5-10m),21.9456,Seasonally flooded
109,ML80,16,10,2013,Monsoon,LOT 5,Forest North,129,riverside,FOREST,FRS,5.41819,118.05353,129.62,2445,16.91,21.21,,3.5,144.6,87.4,57.6,0.3091,n,0,,,3,Low canopy (5-10m),21.9456,Seasonally flooded
409,ML283,3,5,2015,Dry,LOT 5,Forest North,129,riverside,FOREST,FRS,5.41819,118.05353,129.62,2445,16.91,21.21,,2.5,114.4,66.6,48,0.2367,p,1,1,0.02083,3,Low canopy (5-10m),21.9456,Seasonally flooded
411,ML284,7,5,2015,Dry,LOT 5,Forest North,129,riverside,FOREST,FRS,5.41819,118.05353,129.62,2445,16.91,21.21,,5,160.2,92,68.2,0.3812,p,1,5,0.07331,3,Low canopy (5-10m),21.9456,Seasonally flooded
414,ML282,11,5,2015,Dry,LOT 5,Forest North,129,riverside,FOREST,FRS,5.41819,118.05353,129.62,2445,16.91,21.21,,13,196,105.4,88.4,0.5723,,0,,,3,Low canopy (5-10m),21.9456,Seasonally flooded
416,ML282,12,5,2015,Dry,LOT 5,Forest North,129,riverside,FOREST,FRS,5.41819,118.05353,129.62,2445,16.91,21.21,,13,196,105.4,88.4,0.5723,,0,,,3,Low canopy (5-10m),21.9456,Seasonally flooded
640,ML368,5,7,2016,Dry,LOT 5,Forest North,129,riverside,FOREST,FRS,5.41819,118.05353,129.62,2445,16.91,21.21,,10,197.6,118.4,70.9,0.5404,n,0,,,3,Low canopy (5-10m),21.9456,Seasonally flooded
644,ML370,9,7,2016,Dry,LOT 5,Forest North,129,riverside,FOREST,FRS,5.41819,118.05353,129.62,2445,16.91,21.21,,3.5,154.4,95.4,59.8,0.3062,p,1,3,0.05017,3,Low canopy (5-10m),21.9456,Seasonally flooded
647,ML277,10,7,2016,Dry,LOT 5,Forest North,129,riverside,FOREST,FRS,5.41819,118.05353,129.62,2445,16.91,21.21,,10,102,117.4,77.6,0.5291,n,0,,,3,Low canopy (5-10m),21.9456,Seasonally flooded
650,ML370,11,7,2016,Dry,LOT 5,Forest North,129,riverside,FOREST,FRS,5.41819,118.05353,129.62,2445,16.91,21.21,,3.5,154.4,95.4,59.8,0.3062,,0,,,3,Low canopy (5-10m),21.9456,Seasonally flooded
653,ML105,12,7,2016,Dry,LOT 5,Forest North,129,riverside,FOREST,FRS,5.41819,118.05353,129.62,2445,16.91,21.21,,6,176.8,110,71.4,0.4198,,0,,,3,Low canopy (5-10m),21.9456,Seasonally flooded
655,ML283,13,7,2016,Dry,LOT 5,Forest North,129,riverside,FOREST,FRS,5.41819,118.05353,129.62,2445,16.91,21.21,,2.5,126.2,72.4,52.2,0.2317,n,0,,,3,Low canopy (5-10m),21.9456,Seasonally flooded
662,ML378,21,7,2016,Dry,LOT 5,Forest North,129,riverside,FOREST,FRS,5.41819,118.05353,129.62,2445,16.91,21.21,,4,168,91.2,64,0.3333,p,1,2,0.03125,3,Low canopy (5-10m),21.9456,Seasonally flooded
0,ML18,22,4,2013,Dry,LOT 5,Forest North,129,riverside,FOREST,FRS,5.41856,118.06731,129.62,2445,16.91,21.21,,3.5,143.5,90,53.3,0.3151,,0,,,4,High canopy (>10m),22.5552,Seasonally flooded
2,ML20,26,4,2013,Dry,LOT 5,Forest North,129,riverside,FOREST,FRS,5.41856,118.06731,129.62,2445,16.91,21.21,,2.5,131.3,81.1,50,0.2342,,0,,,4,High canopy (>10m),22.5552,Seasonally flooded
218,ML183,30,3,2014,Dry,Hillco,OPP North,70,riverside,OPP,OPPRs,5.41881,118.03199,187.32,263.81,39.46,2.29,,2,118.1,69.4,47.2,0.1798,n,0,,,4,High canopy (>10m),22.5552,Seasonally flooded
221,ML186,2,4,2014,Dry,Hillco,OPP North,70,riverside,OPP,OPPRs,5.41881,118.03199,187.32,263.81,39.46,2.29,,13.5,216.2,126.8,87,0.5828,p,1,1,0.01149,4,High canopy (>10m),22.5552,Seasonally flooded
223,ML186,3,4,2014,Dry,Hillco,OPP North,70,riverside,OPP,OPPRs,5.41881,118.03199,187.32,263.81,39.46,2.29,,13.5,216.2,126.8,87,0.5828,,0,,,4,High canopy (>10m),22.5552,Seasonally flooded
229,ML193,8,4,2014,Dry,Hillco,OPP North,70,riverside,OPP,OPPRs,5.41881,118.03199,187.32,263.81,39.46,2.29,,2,131.6,79.9,45.4,0.1817,n,0,,,4,High canopy (>10m),22.5552,Seasonally flooded
478,ML308,25,7,2015,Dry,Hillco,OPP North,70,riverside,OPP,OPPRs,5.41881,118.03199,187.32,263.81,39.46,2.29,,5.5,167,94.8,73,0.3973,,0,,,4,High canopy (>10m),22.5552,Seasonally flooded
481,ML315,27,7,2015,Dry,Hillco,OPP North,70,riverside,OPP,OPPRs,5.41881,118.03199,187.32,263.81,39.46,2.29,,2.5,140.2,84.4,52.8,0.231,n,0,,,4,High canopy (>10m),22.5552,Seasonally flooded
83,ML100,31,8,2013,Dry,LOT 5,Forest North,129,interior,FOREST,Fint,5.41876,118.06666,129.62,2445,16.91,21.21,,8,184,107.6,76,0.4802,p,1,5,0.06579,4,High canopy (>10m),22.2504,Seasonally flooded
85,ML102,1,9,2013,Monsoon,LOT 5,Forest North,129,interior,FOREST,Fint,5.41876,118.06666,129.62,2445,16.91,21.21,,12.5,209.8,118,88,0.5641,p,1,4,0.04545,4,High canopy (>10m),22.2504,Seasonally flooded
89,ML105,2,9,2013,Monsoon,LOT 5,Forest North,129,interior,FOREST,Fint,5.41876,118.06666,129.62,2445,16.91,21.21,,5,165.6,100,65,0.3856,n,0,,,4,High canopy (>10m),22.2504,Seasonally flooded
91,ML107,3,9,2013,Monsoon,LOT 5,Forest North,129,interior,FOREST,Fint,5.41876,118.06666,129.62,2445,16.91,21.21,,4.5,116.8,54.6,57,0.372,p,1,1,0.01754,4,High canopy (>10m),22.2504,Seasonally flooded
94,ML109,5,9,2013,Monsoon,LOT 5,Forest North,129,interior,FOREST,Fint,5.41876,118.06666,129.62,2445,16.91,21.21,,10.5,197.6,115,80,0.5366,p,1,1,0.0125,4,High canopy (>10m),22.2504,Seasonally flooded
98,ML112,7,9,2013,Monsoon,LOT 5,Forest North,129,interior,FOREST,Fint,5.41876,118.06666,129.62,2445,16.91,21.21,,18,218,113.8,91,0.6408,n,0,,,4,High canopy (>10m),22.2504,Seasonally flooded
395,ML276,15,4,2015,Dry,LOT 5,Forest North,129,interior,FOREST,Fint,5.41971,118.06417,129.62,2445,16.91,21.21,,7.5,189,113.2,71.2,0.4724,p,1,6,0.08427,4,High canopy (>10m),22.86,Seasonally flooded
397,ML278,16,4,2015,Dry,LOT 5,Forest North,129,interior,FOREST,Fint,5.41971,118.06417,129.62,2445,16.91,21.21,,6.5,175.8,109.8,74.6,0.4341,p,1,12,0.16086,4,High canopy (>10m),22.86,Seasonally flooded
400,ML278,18,4,2015,Dry,LOT 5,Forest North,129,interior,FOREST,Fint,5.41971,118.06417,129.62,2445,16.91,21.21,,6.5,175.8,109.8,74.6,0.4341,,0,,,4,High canopy (>10m),22.86,Seasonally flooded
405,ML105,24,4,2015,Dry,LOT 5,Forest North,129,interior,FOREST,Fint,5.41971,118.06417,129.62,2445,16.91,21.21,,6,176.8,110,71.4,0.4198,,0,,,4,High canopy (>10m),22.86,Seasonally flooded
407,ML105,26,4,2015,Dry,LOT 5,Forest North,129,interior,FOREST,Fint,5.41971,118.06417,129.62,2445,16.91,21.21,,6,176.8,110,71.4,0.4198,,0,,,4,High canopy (>10m),22.86,Seasonally flooded
136,ML73,28,11,2013,Monsoon,LOT 5,Forest North,129,interior,FOREST,Fint,5.42001,118.0608,129.62,2445,16.91,21.21,,4.5,152.8,92,61,0.3659,n,0,,,4,High canopy (>10m),22.2504,Seasonally flooded
111,ML114,23,10,2013,Monsoon,LOT 5,Forest North,129,interior,FOREST,Fint,5.42002,118.05805,129.62,2445,16.91,21.21,,3.5,144.8,88.6,54.6,0.3132,n,0,,,4,High canopy (>10m),22.2504,Seasonally flooded
113,ML69,24,10,2013,Monsoon,LOT 5,Forest North,129,interior,FOREST,Fint,5.42002,118.05805,129.62,2445,16.91,21.21,,5.5,159.4,93.8,65.6,0.4075,n,0,,,4,High canopy (>10m),22.2504,Seasonally flooded
115,ML77,25,10,2013,Monsoon,LOT 5,Forest North,129,interior,FOREST,Fint,5.42002,118.05805,129.62,2445,16.91,21.21,,2.5,135.6,82.2,53,0.2308,n,0,,,4,High canopy (>10m),22.2504,Seasonally flooded
129,ML123,24,11,2013,Monsoon,LOT 5,Forest North,129,interior,FOREST,Fint,5.42002,118.05805,129.62,2445,16.91,21.21,,7.5,186.4,116.8,70.2,0.4739,n,0,,,4,High canopy (>10m),22.2504,Seasonally flooded
131,ML114,25,11,2013,Monsoon,LOT 5,Forest North,129,interior,FOREST,Fint,5.42002,118.05805,129.62,2445,16.91,21.21,,3.5,144.8,88.6,54.6,0.3132,n,0,,,4,High canopy (>10m),22.2504,Seasonally flooded
134,ML100,27,11,2013,Monsoon,LOT 5,Forest North,129,interior,FOREST,Fint,5.42002,118.05805,129.62,2445,16.91,21.21,,8,184,105.4,77.2,0.4784,p,1,1,0.01295,4,High canopy (>10m),22.2504,Seasonally flooded
137,ML70,28,11,2013,Monsoon,LOT 5,Forest North,129,interior,FOREST,Fint,5.42002,118.05805,129.62,2445,16.91,21.21,,8,190,113.8,78.4,0.4767,p,1,2,0.02551,4,High canopy (>10m),22.2504,Seasonally flooded
139,ML125,30,11,2013,Monsoon,LOT 5,Forest North,129,interior,FOREST,Fint,5.42002,118.05805,129.62,2445,16.91,21.21,,17.5,227.2,122.8,103,0.6176,n,0,,,4,High canopy (>10m),22.2504,Seasonally flooded
401,ML280,18,4,2015,Dry,LOT 5,Forest North,129,interior,FOREST,Fint,5.42002,118.05805,129.62,2445,16.91,21.21,,1.5,118.6,73.4,45,0.1065,p,1,1,0.02222,4,High canopy (>10m),22.2504,Seasonally flooded
132,ML67,25,11,2013,Monsoon,LOT 5,Forest North,129,interior,FOREST,Fint,5.42014,118.05534,129.62,2445,16.91,21.21,,3.5,155,96.8,57.4,0.3093,n,0,,,4,High canopy (>10m),22.2504,Seasonally flooded
86,ML103,1,9,2013,Monsoon,LOT 5,Forest North,129,interior,FOREST,Fint,5.42089,118.06808,129.62,2445,16.91,21.21,,7,184.6,110,72.6,0.4541,p,1,1,0.01377,4,High canopy (>10m),22.2504,Seasonally flooded
93,ML108,3,9,2013,Monsoon,LOT 5,Forest North,129,interior,FOREST,Fint,5.42089,118.06808,129.62,2445,16.91,21.21,,12,204.8,122,81.2,0.5651,p,1,1,0.01232,4,High canopy (>10m),22.2504,Seasonally flooded
96,ML111,5,9,2013,Monsoon,LOT 5,Forest North,129,interior,FOREST,Fint,5.42089,118.06808,129.62,2445,16.91,21.21,,16.5,224.6,129,89.2,0.6242,p,1,3,0.03363,4,High canopy (>10m),22.2504,Seasonally flooded
216,ML181,16,3,2014,Dry,Hillco,OPP North,70,riverside,OPP,OPPRs,5.42135,118.03288,187.32,263.81,39.46,2.29,,5.5,164.6,99.4,65.6,0.4075,,0,,,3,Low canopy (5-10m),22.5552,Seasonally flooded
470,ML308,13,7,2015,Dry,Hillco,OPP North,70,riverside,OPP,OPPRs,5.42135,118.03288,187.32,263.81,39.46,2.29,,5.5,167,94.8,73,0.3973,p,1,1,0.0137,3,Low canopy (5-10m),22.5552,Seasonally flooded
472,ML304,14,7,2015,Dry,Hillco,OPP North,70,riverside,OPP,OPPRs,5.42135,118.03288,187.32,263.81,39.46,2.29,,2.5,127.8,79,45.2,0.2404,n,0,,,3,Low canopy (5-10m),22.5552,Seasonally flooded
473,ML310,18,7,2015,Dry,Hillco,OPP North,70,riverside,OPP,OPPRs,5.42135,118.03288,187.32,263.81,39.46,2.29,,3.5,156.4,96.4,60.6,0.3052,n,0,,,3,Low canopy (5-10m),22.5552,Seasonally flooded
479,ML304,25,7,2015,Dry,Hillco,OPP North,70,riverside,OPP,OPPRs,5.42135,118.03288,187.32,263.81,39.46,2.29,,2.5,127.8,79,45.2,0.2404,,0,,,3,Low canopy (5-10m),22.5552,Seasonally flooded
480,ML314,26,7,2015,Dry,Hillco,OPP North,70,riverside,OPP,OPPRs,5.42135,118.03288,187.32,263.81,39.46,2.29,,4.5,166.4,105.8,62.2,0.3642,p,1,1,0.01608,3,Low canopy (5-10m),22.5552,Seasonally flooded
485,ML181,2,8,2015,Dry,Hillco,OPP North,70,riverside,OPP,OPPRs,5.42135,118.03288,187.32,263.81,39.46,2.29,,6.5,176.2,103.4,71.2,0.4388,n,0,,,3,Low canopy (5-10m),22.5552,Seasonally flooded
487,ML186,3,8,2015,Dry,Hillco,OPP North,70,riverside,OPP,OPPRs,5.42135,118.03288,187.32,263.81,39.46,2.29,,11.5,2.16,132,86.2,0.548,p,1,4,0.0464,3,Low canopy (5-10m),22.5552,Seasonally flooded
491,ML314,5,8,2015,Dry,Hillco,OPP North,70,riverside,OPP,OPPRs,5.42135,118.03288,187.32,263.81,39.46,2.29,,11.5,2.16,132,86.2,0.548,,0,,,3,Low canopy (5-10m),22.5552,Seasonally flooded
92,ML100,3,9,2013,Monsoon,LOT 5,Forest North,129,interior,FOREST,Fint,5.4217,118.06619,129.62,2445,16.91,21.21,,8,184,107.6,76,0.4802,n,0,,,2,Bush (2-5m),22.2504,Seasonally flooded
95,ML110,5,9,2013,Monsoon,LOT 5,Forest North,129,interior,FOREST,Fint,5.4217,118.06619,129.62,2445,16.91,21.21,,5.5,168.2,102.2,65.4,0.4078,p,1,1,0.01529,2,Bush (2-5m),22.2504,Seasonally flooded
110,ML102,21,10,2013,Monsoon,LOT 5,Forest North,129,interior,FOREST,Fint,5.4217,118.06619,129.62,2445,16.91,21.21,,12,208.8,117,88.4,0.5544,n,0,,,2,Bush (2-5m),22.2504,Seasonally flooded
112,ML106,24,10,2013,Monsoon,LOT 5,Forest North,129,interior,FOREST,Fint,5.4217,118.06619,129.62,2445,16.91,21.21,,12.5,184.6,100.6,81.8,0.5735,p,1,2,0.02445,2,Bush (2-5m),22.2504,Seasonally flooded
114,ML101,25,10,2013,Monsoon,LOT 5,Forest North,129,interior,FOREST,Fint,5.4217,118.06619,129.62,2445,16.91,21.21,,2.5,138.2,82.6,55.4,0.2282,n,0,,,2,Bush (2-5m),22.2504,Seasonally flooded
130,ML124,25,11,2013,Monsoon,LOT 5,Forest North,129,interior,FOREST,Fint,5.4217,118.06619,129.62,2445,16.91,21.21,,17.5,229,122.2,103.8,0.6165,p,1,60,0.57803,2,Bush (2-5m),22.2504,Seasonally flooded
133,ML107,26,11,2013,Monsoon,LOT 5,Forest North,129,interior,FOREST,Fint,5.4217,118.06619,129.62,2445,16.91,21.21,,4,120,56,61,0.3372,p,1,1,0.01639,2,Bush (2-5m),22.2504,Seasonally flooded
135,ML110,28,11,2013,Monsoon,LOT 5,Forest North,129,interior,FOREST,Fint,5.4217,118.06619,129.62,2445,16.91,21.21,,5.5,169.2,104.6,66,0.4069,n,0,,,2,Bush (2-5m),22.2504,Seasonally flooded
138,ML105,29,11,2013,Monsoon,LOT 5,Forest North,129,interior,FOREST,Fint,5.4217,118.06619,129.62,2445,16.91,21.21,,5,167.4,100,65.6,0.3847,n,0,,,2,Bush (2-5m),22.2504,Seasonally flooded
394,ML277,15,4,2015,Dry,LOT 5,Forest North,129,interior,FOREST,Fint,5.4217,118.06619,129.62,2445,16.91,21.21,,7.5,184,115.4,76,0.4653,p,1,1,0.01316,2,Bush (2-5m),22.2504,Seasonally flooded
396,ML279,16,4,2015,Dry,LOT 5,Forest North,129,interior,FOREST,Fint,5.4217,118.06619,129.62,2445,16.91,21.21,,3,141,80.2,60.8,0.2675,n,0,,,2,Bush (2-5m),22.2504,Seasonally flooded
398,ML105,17,4,2015,Dry,LOT 5,Forest North,129,interior,FOREST,Fint,5.4217,118.06619,129.62,2445,16.91,21.21,,6,176.8,110,71.4,0.4198,p,1,1,0.01401,2,Bush (2-5m),22.2504,Seasonally flooded
399,ML279,18,4,2015,Dry,LOT 5,Forest North,129,interior,FOREST,Fint,5.4217,118.06619,129.62,2445,16.91,21.21,,3,141,80.2,60.8,0.2675,,0,,,2,Bush (2-5m),22.2504,Seasonally flooded
402,ML280,21,4,2015,Dry,LOT 5,Forest North,129,interior,FOREST,Fint,5.4217,118.06619,129.62,2445,16.91,21.21,,1.5,118.6,73.4,45,0.1065,,0,,,2,Bush (2-5m),22.2504,Seasonally flooded
403,ML281,22,4,2015,Dry,LOT 5,Forest North,129,interior,FOREST,Fint,5.4217,118.06619,129.62,2445,16.91,21.21,,2,119.6,74.6,44.2,0.1829,n,0,,,2,Bush (2-5m),22.2504,Seasonally flooded
404,ML282,24,4,2015,Dry,LOT 5,Forest North,129,interior,FOREST,Fint,5.4217,118.06619,129.62,2445,16.91,21.21,,13,196,105.4,88.4,0.5723,p,1,6,0.06787,2,Bush (2-5m),22.2504,Seasonally flooded
406,ML281,25,4,2015,Dry,LOT 5,Forest North,129,interior,FOREST,Fint,5.4217,118.06619,129.62,2445,16.91,21.21,,2,119.6,74.6,44.2,0.1829,,0,,,2,Bush (2-5m),22.2504,Seasonally flooded
408,ML101,27,4,2015,Dry,LOT 5,Forest North,129,interior,FOREST,Fint,5.4217,118.06619,129.62,2445,16.91,21.21,,4,158.4,95.6,63,0.3346,n,0,,,2,Bush (2-5m),22.2504,Seasonally flooded
215,ML181,14,3,2014,Dry,Hillco,OPP North,70,riverside,OPP,OPPRs,5.42316,118.035,187.32,263.81,39.46,2.29,,5.5,164.6,99.4,65.6,0.4075,n,0,,,3,Low canopy (5-10m),22.86,Seasonally flooded
469,ML289,12,7,2015,Dry,Hillco,OPP North,70,riverside,OPP,OPPRs,5.42316,118.035,187.32,263.81,39.46,2.29,,6.5,179,106.4,72,0.4377,p,1,1,0.01389,3,Low canopy (5-10m),22.86,Seasonally flooded
471,ML309,13,7,2015,Dry,Hillco,OPP North,70,riverside,OPP,OPPRs,5.42316,118.035,187.32,263.81,39.46,2.29,,4,146.2,89.6,59.2,0.3397,n,0,,,3,Low canopy (5-10m),22.86,Seasonally flooded
474,ML308,18,7,2015,Dry,Hillco,OPP North,70,riverside,OPP,OPPRs,5.42316,118.035,187.32,263.81,39.46,2.29,,5.5,167,94.8,73,0.3973,,0,,,3,Low canopy (5-10m),22.86,Seasonally flooded
476,ML312,19,7,2015,Dry,Hillco,OPP North,70,riverside,OPP,OPPRs,5.42316,118.035,187.32,263.81,39.46,2.29,,1.5,119,73.6,43.4,0.1075,n,0,,,3,Low canopy (5-10m),22.86,Seasonally flooded
488,ML218,3,8,2015,Dry,Hillco,OPP North,70,riverside,OPP,OPPRs,5.42316,118.035,187.32,263.81,39.46,2.29,,11.5,198,120.2,83.2,0.5524,n,0,,,3,Low canopy (5-10m),22.86,Seasonally flooded
256,ML181,30,5,2014,Dry,Hillco,OPP North,70,interior,OPP,OPPInt,5.42378,118.029311,187.32,263.81,39.46,2.29,,5,164.6,99.4,67.6,0.382,n,0,,,4,High canopy (>10m),22.86,Seasonally flooded
428,ML289,22,5,2015,Dry,Hillco,OPP North,70,interior,OPP,OPPInt,5.42378,118.029311,187.32,263.81,39.46,2.29,,7,177.6,102.4,69,0.4596,n,0,,,4,High canopy (>10m),22.86,Seasonally flooded
434,ML181,1,6,2015,Dry,Hillco,OPP North,70,interior,OPP,OPPInt,5.42378,118.029311,187.32,263.81,39.46,2.29,,6,175,105,71.2,0.4201,n,0,,,4,High canopy (>10m),22.86,Seasonally flooded
435,ML292,2,6,2015,Dry,Hillco,OPP North,70,interior,OPP,OPPInt,5.42378,118.029311,187.32,263.81,39.46,2.29,,11.5,202.4,119.8,81,0.5558,,0,,,4,High canopy (>10m),22.86,Seasonally flooded
436,ML294,3,6,2015,Dry,Hillco,OPP North,70,interior,OPP,OPPInt,5.42378,118.029311,187.32,263.81,39.46,2.29,,3,137.2,83.2,50.6,0.28,n,0,,,4,High canopy (>10m),22.86,Seasonally flooded
212,ML178,5,3,2014,Dry,Hillco,OPP North,70,riverside,OPP,OPPRs,5.42437,118.03745,187.32,263.81,39.46,2.29,,3,142.2,88.8,54.8,0.2744,n,0,,,2,Bush (2-5m),22.5552,Seasonally flooded
217,ML182,16,3,2014,Dry,Hillco,OPP North,70,riverside,OPP,OPPRs,5.42437,118.03745,187.32,263.81,39.46,2.29,,6,178.9,108.2,69.6,0.4223,n,0,,,2,Bush (2-5m),22.5552,Seasonally flooded
219,ML184,1,4,2014,Dry,Hillco,OPP North,70,riverside,OPP,OPPRs,5.42437,118.03745,187.32,263.81,39.46,2.29,,6,168.4,100,69.6,0.4223,n,0,,,2,Bush (2-5m),22.5552,Seasonally flooded
227,ML191,7,4,2014,Dry,Hillco,OPP North,70,riverside,OPP,OPPRs,5.42437,118.03745,187.32,263.81,39.46,2.29,,3.75,140.2,82.8,56.4,0.3278,n,0,,,2,Bush (2-5m),22.5552,Seasonally flooded
482,ML316,27,7,2015,Dry,Hillco,OPP North,70,riverside,OPP,OPPRs,5.42437,118.03745,187.32,263.81,39.46,2.29,,7.5,176.6,101.8,74.8,0.467,p,1,2,0.02674,2,Bush (2-5m),22.5552,Seasonally flooded
486,ML311,2,8,2015,Dry,Hillco,OPP North,70,riverside,OPP,OPPRs,5.42437,118.03745,187.32,263.81,39.46,2.29,,5,160.6,96.4,62.2,0.3897,,0,,,2,Bush (2-5m),22.5552,Seasonally flooded
489,ML191,3,8,2015,Dry,Hillco,OPP North,70,riverside,OPP,OPPRs,5.42437,118.03745,187.32,263.81,39.46,2.29,,4,142.6,86.2,56.4,0.3438,p,1,2,0.03546,2,Bush (2-5m),22.5552,Seasonally flooded
490,ML318,4,8,2015,Dry,Hillco,OPP North,70,riverside,OPP,OPPRs,5.42437,118.03745,187.32,263.81,39.46,2.29,,5.5,174,17467.2,67.2,0.4052,p,1,1,0.01488,2,Bush (2-5m),22.5552,Seasonally flooded
253,ML208,29,5,2014,Dry,Hillco,OPP North,70,interior,OPP,OPPInt,5.42663,118.02911,187.32,263.81,39.46,2.29,,7,186,110.2,74.8,0.451,p,1,1,0.01337,4,High canopy (>10m),22.5552,Seasonally flooded
257,ML211,30,5,2014,Dry,Hillco,OPP North,70,interior,OPP,OPPInt,5.42663,118.02911,187.32,263.81,39.46,2.29,,3.7,153.2,93,58.4,0.3217,p,1,1,0.01712,4,High canopy (>10m),22.5552,Seasonally flooded
260,ML208,2,6,2014,Dry,Hillco,OPP North,70,interior,OPP,OPPInt,5.42663,118.02911,187.32,263.81,39.46,2.29,,7,186,110.2,74.8,0.451,,0,,,4,High canopy (>10m),22.5552,Seasonally flooded
262,ML215,4,6,2014,Dry,Hillco,OPP North,70,interior,OPP,OPPInt,5.42663,118.02911,187.32,263.81,39.46,2.29,,5,174,108,68.2,0.3812,p,1,3,0.04399,4,High canopy (>10m),22.5552,Seasonally flooded
263,ML216,5,6,2014,Dry,Hillco,OPP North,70,interior,OPP,OPPInt,5.42663,118.02911,187.32,263.81,39.46,2.29,,3.5,161.2,96.4,64,0.3012,n,0,,,4,High canopy (>10m),22.5552,Seasonally flooded
265,ML214,8,6,2014,Dry,Hillco,OPP North,70,interior,OPP,OPPInt,5.42663,118.02911,187.32,263.81,39.46,2.29,,10.5,205,120.8,81.2,0.5348,n,0,,,4,High canopy (>10m),22.5552,Seasonally flooded
266,ML218,10,6,2014,Dry,Hillco,OPP North,70,interior,OPP,OPPInt,5.42663,118.02911,187.32,263.81,39.46,2.29,,9.5,196,115,79.4,0.5146,n,0,,,4,High canopy (>10m),22.5552,Seasonally flooded
254,ML209,29,5,2014,Dry,Hillco,OPP North,70,interior,OPP,OPPInt,5.42935,118.02934,187.32,263.81,39.46,2.29,,2.5,134.6,84.4,48.2,0.2364,p,1,2,0.04149,1,Grassland (up to 2m),22.5552,Seasonally flooded
258,ML212,1,6,2014,Dry,Hillco,OPP North,70,interior,OPP,OPPInt,5.42935,118.02934,187.32,263.81,39.46,2.29,,11,205.6,121.3,83.4,0.5421,n,0,,,1,Grassland (up to 2m),22.5552,Seasonally flooded
261,ML214,2,6,2014,Dry,Hillco,OPP North,70,interior,OPP,OPPInt,5.42935,118.02934,187.32,263.81,39.46,2.29,,10.5,205,120.8,81.2,0.5348,n,0,,,1,Grassland (up to 2m),22.5552,Seasonally flooded
264,ML217,6,6,2014,Dry,Hillco,OPP North,70,interior,OPP,OPPInt,5.42935,118.02934,187.32,263.81,39.46,2.29,,1.5,147.2,90.6,55.4,0.101,n,0,,,1,Grassland (up to 2m),22.5552,Seasonally flooded
267,ML216,11,6,2014,Dry,Hillco,OPP North,70,interior,OPP,OPPInt,5.42935,118.02934,187.32,263.81,39.46,2.29,,3.5,161.2,96.4,64,0.3012,n,0,,,1,Grassland (up to 2m),22.5552,Seasonally flooded
429,ML290,25,5,2015,Dry,Hillco,OPP North,70,interior,OPP,OPPInt,5.42935,118.02934,187.32,263.81,39.46,2.29,,9.5,201.2,116.2,82.4,0.5103,p,1,1,0.01214,1,Grassland (up to 2m),22.5552,Seasonally flooded
431,ML292,25,5,2015,Dry,Hillco,OPP North,70,interior,OPP,OPPInt,5.42935,118.02934,187.32,263.81,39.46,2.29,,11.5,202.4,119.8,81,0.5558,p,1,6,0.07407,1,Grassland (up to 2m),22.5552,Seasonally flooded
437,ML295,4,6,2015,Dry,Hillco,OPP North,70,interior,OPP,OPPInt,5.42935,118.02934,187.32,263.81,39.46,2.29,,7.5,171.4,101.2,69.8,0.4746,p,1,2,0.02865,1,Grassland (up to 2m),22.5552,Seasonally flooded
439,ML292,5,6,2015,Dry,Hillco,OPP North,70,interior,OPP,OPPInt,5.42935,118.02934,187.32,263.81,39.46,2.29,,11.5,202.4,119.8,81,0.5558,,0,,,1,Grassland (up to 2m),22.5552,Seasonally flooded
427,ML288,21,5,2015,Dry,Hillco,OPP North,70,interior,OPP,OPPInt,5.4348,118.02925,187.32,263.81,39.46,2.29,,6.5,175,103.4,70.2,0.4403,p,1,1,0.01425,4,High canopy (>10m),22.5552,Seasonally flooded
